tconst,nconst,characterName
tt0028333,nm4185833,Nightclub Patron
tt0028597,nm0002050,Lucy Warriner
tt0028597,nm0000026,Jerry Warriner
tt0028597,nm0000897,Daniel Leeson
tt0028597,nm0195422,Armand Duvalle
tt0028597,nm0192258,Aunt Patsy
tt0028597,nm0483677,Barbara Vance
tt0028597,nm0197689,Mrs. Leeson
tt0028597,nm0174049,Dixie Belle Lee
tt0028597,nm0020979,Frank Randall
tt0028597,nm0913094,Mr. Vance
tt0028772,nm0000050,Dr. Hugo Z. Hackenbush
tt0028772,nm0555597,Tony
tt0028772,nm0555617,Stuffy
tt0028772,nm0427452,Gil Stewart
tt0028772,nm0001577,Judy Standish
tt0028772,nm0241669,Mrs. Emily Upjohn
tt0028772,nm0147847,Whitmore
tt0028772,nm0241523,Morgan
tt0028772,nm0611348,Cokey 'Flo'
tt0028772,nm0750079,Dr. Steinberg
tt0028950,nm0300064,Le lieutenant Maréchal
tt0028950,nm0663077,Elsa
tt0028950,nm0294382,Le captaine de Boeldieu
tt0028950,nm0002233,Le captaine von Rauffenstein
tt0028950,nm0136853,Cartier - l'acteur
tt0028950,nm0701776,Le serrurier
tt0028950,nm0283014,Le sergent Arthur
tt0028950,nm0202120,L'instituteur
tt0028950,nm0411664,Le lieutenant Demolder
tt0028950,nm0595321,L'ingénieur
tt0029162,nm0172903,Robert Conway
tt0029162,nm0943553,Sondra
tt0029162,nm0002143,Lovett
tt0029162,nm0397397,George Conway
tt0029162,nm0593775,Barnard
tt0029162,nm0546712,Maria
tt0029162,nm0422436,Gloria
tt0029162,nm0912478,Chang
tt0029162,nm0415488,High Lama
tt0029162,nm0014710,Embassy Club Steward
tt0029583,nm0143314,Snow White
tt0029583,nm0830968,Prince
tt0029583,nm0479164,Queen
tt0029583,nm0479164,Witch
tt0029583,nm0041165,Doc
tt0029583,nm0118081,Huntsman
tt0029583,nm0172287,Dopey
tt0029583,nm0172287,Chipmunk and Squirrel Sneezes
tt0029583,nm0173416,Sleepy
tt0029583,nm0173416,Grumpy
tt0029583,nm0173416,Dopey (hiccups)
tt0029583,nm0201428,Birds
tt0029583,nm0317970,Sneezy
tt0029583,nm0363227,Happy
tt0029843,nm0001224,Robin Hood
tt0029843,nm0000014,Maid Marian
tt0029843,nm0001651,Sir Guy of Gisbourne
tt0029843,nm0001647,Prince John
tt0029843,nm0461549,Will Scarlett
tt0029843,nm0657874,Friar Tuck
tt0029843,nm0002118,Little John
tt0029843,nm0178259,High Sheriff of Nottingham
tt0029843,nm0402842,King Richard the Lion-Heart
tt0029843,nm0640547,Bess
tt0029850,nm0003540,Aleksandr Nevsky
tt0029850,nm0645613,Vasili Buslai
tt0029850,nm0009372,Gavrilo Oleksich
tt0029850,nm0650115,Ignat - the Master Armorer
tt0029850,nm0637133,Pavsha - Governor of Pskov
tt0029850,nm1101378,Domash Tverdislavich - a Novgorod Boyar
tt0029850,nm0557127,Amelfa Timoferevna - Buslai's Mother
tt0029850,nm0412202,Olga Danilovna - a Maid of Novgorod
tt0029850,nm0200229,Vasilisa - a Maid of Pskov
tt0029850,nm0947675,Von Balk - Grand Master of the Teutonic Order
tt0029870,nm0000010,Rocky Sullivan
tt0029870,nm0002285,Jerry Connolly
tt0029870,nm0000007,James Frazier
tt0029870,nm0792130,Laury Ferguson
tt0029870,nm0051628,Mac Keefer
tt0029870,nm0356890,Soapy
tt0029870,nm0429853,Swing
tt0029870,nm0329832,Bim
tt0029870,nm0217316,Pasty
tt0029870,nm0355653,Crab
tt0029947,nm0000031,Susan Vance
tt0029947,nm0000026,David Huxley
tt0029947,nm0749476,Major Applegate
tt0029947,nm0146185,Slocum
tt0029947,nm0280178,Aloysius Gogarty
tt0029947,nm0733480,Aunt Elizabeth
tt0029947,nm0270915,Dr. Lehman
tt0029947,nm0731345,Mrs. Gogarty
tt0029947,nm0410271,Alexander Peabody
tt0029947,nm0083500,Mrs. Lehman
tt0030241,nm0000031,Linda Seton
tt0030241,nm0000026,Johnny Case
tt0030241,nm0461615,Julia Seton
tt0030241,nm0000817,Ned Seton
tt0030241,nm0002143,Nick Potter
tt0030241,nm0464137,Edward Seton
tt0030241,nm0001931,Laura Cram
tt0030241,nm0228863,Susan Potter
tt0030241,nm0199787,Seton Cram
tt0030241,nm0020568,Scotchman
tt0030287,nm0000012,Julie Marsden
tt0030287,nm0000020,Preston Dillard
tt0030287,nm0107575,Buck Cantrell
tt0030287,nm0512267,Amy Bradford Dillard
tt0030287,nm0187981,Dr. Livingstone
tt0030287,nm0047810,Aunt Belle Massey
tt0030287,nm0188673,Ted Dillard
tt0030287,nm0642180,General Theopholus Bogardus
tt0030287,nm0001981,Mrs. Kendrick
tt0030287,nm0514344,Jean La Cour
tt0030341,nm0516994,Iris Matilda Henderson
tt0030341,nm0714878,Gilbert Redman
tt0030341,nm0510134,Dr. Egon Hartz
tt0030341,nm0926599,Miss Froy
tt0030341,nm0662116,Mr. Todhunter
tt0030341,nm0871298,'Mrs.' Todhunter
tt0030341,nm0915614,Caldicott
tt0030341,nm0705509,Charters
tt0030341,nm0163515,Baroness Athona
tt0030341,nm0096376,Hotel Manager
tt0030993,nm0000795,Alice Sycamore
tt0030993,nm0000071,Tony Kirby
tt0030993,nm0000859,Martin Vanderhof
tt0030993,nm0036427,Anthony P. Kirby
tt0030993,nm0041681,Kolenkhov
tt0030993,nm0587900,Essie Carmichael
tt0030993,nm0001981,Penny Sycamore
tt0030993,nm0385594,Paul Sycamore
tt0030993,nm0576083,Poppins
tt0030993,nm0912478,Ramsey
tt0031210,nm0000012,Judith Traherne
tt0031210,nm0107575,Dr. Frederick Steele
tt0031210,nm0000007,Michael O'Leary
tt0031210,nm0280242,Ann King
tt0031210,nm0001654,Alec
tt0031210,nm0871287,Dr. Parsons
tt0031210,nm0936755,Carrie
tt0031210,nm0677125,Miss Wainwright
tt0031210,nm0109877,Martha
tt0031210,nm0725021,Colonel Mantle
tt0031225,nm0000017,Frenchy
tt0031225,nm0000071,Tom Destry Jr.
tt0031225,nm0041681,Boris Callahan
tt0031225,nm0935415,Washington Dimsdale
tt0031225,nm0002046,Kent
tt0031225,nm0420765,Gyp Watson
tt0031225,nm0405220,Bugs Watson
tt0031225,nm0381154,Janice Tyndall
tt0031225,nm0580916,Lily Belle
tt0031225,nm0317970,Loupgerou
tt0031381,nm0000022,Rhett Butler - Visitor from Charleston
tt0031381,nm0000046,Scarlett O'Hara - Their Daughter
tt0031381,nm0593775,Gerald O'Hara
tt0031381,nm0641966,Ellen O'Hara - Gerald's Wife
tt0031381,nm0450810,Suellen O'Hara - Their Daughter
tt0031381,nm0751946,Carreen O'Hara - Their Daughter
tt0031381,nm0001660,Brent Tarleton - Scarlett's Beau
tt0031381,nm0186347,Stuart Tarleton - Scarlett's Beau
tt0031381,nm0567408,Mammy - House Servant
tt0031381,nm0689318,Pork - House Servant
tt0031398,nm0000026,Sergeant Archibald Cutter
tt0031398,nm0000021,Emmy
tt0031398,nm0572142,Sergeant MacChesney
tt0031398,nm0001195,Sergeant Thomas Ballantine
tt0031398,nm0415488,Gunga Din
tt0031398,nm0161862,Guru
tt0031398,nm0002311,Colonel Weed
tt0031398,nm0178509,Sergeant Higginbotham
tt0031398,nm0080867,Chota
tt0031398,nm0362815,Major Mitchell
tt0031455,nm0001452,The Hunchback Quasimodo
tt0031455,nm0000058,Esmeralda
tt0031455,nm0362567,Frollo
tt0031455,nm0593775,Clopin
tt0031455,nm0639529,Gringoire
tt0031455,nm0550701,Phoebus
tt0031455,nm0358899,Archdeacon
tt0031455,nm0003193,King Louis XI
tt0031455,nm0018540,Madame de Lys
tt0031455,nm0958345,Procurator
tt0031679,nm0000071,Jefferson Smith
tt0031679,nm0000795,Saunders
tt0031679,nm0001647,Senator Joseph Paine
tt0031679,nm0036427,Jim Taylor
tt0031679,nm0452128,Governor Hopper
tt0031679,nm0593775,Diz Moore
tt0031679,nm0657874,Chick McGann
tt0031679,nm0094135,Ma Smith
tt0031679,nm0912478,Senate Majority Leader
tt0031679,nm0002503,President of the Senate
tt0031725,nm0001256,Ninotchka
tt0031725,nm0002048,Leon
tt0031725,nm0163257,Swana
tt0031725,nm0000509,Razinin
tt0031725,nm0750079,Iranoff
tt0031725,nm0107795,Buljanoff
tt0031725,nm0334603,Kopalski
tt0031725,nm0310843,Rakonin
tt0031725,nm0781232,Hotel Manager
tt0031725,nm0561693,Mercier
tt0031762,nm0000026,Geoff Carter
tt0031762,nm0000795,Bonnie Lee
tt0031762,nm0000028,Judy MacPherson
tt0031762,nm0001932,Bat MacPherson
tt0031762,nm0593775,Kid Dabb
tt0031762,nm0430870,Les Peters
tt0031762,nm0750079,Dutchy
tt0031762,nm0453081,Sparks
tt0031762,nm0140865,Gent Shelton
tt0031762,nm0057983,Tex
tt0031867,nm0000010,Eddie Bartlett
tt0031867,nm0000007,George Hally
tt0031867,nm0485509,Jean Sherman
tt0031867,nm0313438,Panama Smith
tt0031867,nm0528705,Lloyd Hart
tt0031867,nm0570451,Danny Green
tt0031867,nm0446769,Nick Brown
tt0031867,nm0728230,Mrs. Sherman
tt0031867,nm0443849,Henderson
tt0031867,nm0768178,The Sergeant - Pete Jones
tt0031885,nm0197950,Marquis Robert de la Cheyniest
tt0031885,nm0339669,Christine de la Cheyniest
tt0031885,nm0239513,"Lisette, sa camériste"
tt0031885,nm0664186,Geneviève de Marras
tt0031885,nm0847851,Mme de la Plante
tt0031885,nm0350789,Mme de la Bruyère
tt0031885,nm0562309,"Jackie, nièce de Christine"
tt0031885,nm0253619,Radio-Reporter
tt0031885,nm0136853,"Marceau, le braconnier"
tt0031885,nm0869765,André Jurieux
tt0031971,nm0000078,Ringo Kid
tt0031971,nm0872456,Dallas
tt0031971,nm0222596,Buck
tt0031971,nm0001017,Hatfield
tt0031971,nm0593775,Doc Josiah Boone
tt0031971,nm0686883,Mrs. Lucy Mallory
tt0031971,nm0051628,Marshal Curley Wilcox
tt0031971,nm0576083,Samuel Peacock
tt0031971,nm0161414,Ellsworth Henry Gatewood
tt0031971,nm0392529,Lt. Blanchard
tt0032138,nm0000023,Dorothy Gale
tt0032138,nm0604656,Professor Marvel
tt0032138,nm0604656,The Gatekeeper
tt0032138,nm0604656,The Carriage Driver
tt0032138,nm0001961,'Hunk'
tt0032138,nm0001961,The Scarecrow
tt0032138,nm0481618,'Zeke'
tt0032138,nm0481618,The Cowardly Lion
tt0032138,nm0355095,'Hickory'
tt0032138,nm0355095,The Tin Man
tt0032138,nm0000992,Glinda
tt0032138,nm0002121,Miss Gulch
tt0032138,nm0002121,The Wicked Witch of the West
tt0032138,nm0335788,Uncle Henry
tt0032138,nm0909930,Nikko
tt0032138,nm0087404,Auntie Em
tt0032143,nm0790454,Mrs. Stephen Haines (Mary)
tt0032143,nm0001076,Crystal Allen
tt0032143,nm0751426,Mrs. Howard Fowler (Sylvia)
tt0032143,nm0092683,The Countess De Lave (Flora)
tt0032143,nm0002104,Miriam Aarons
tt0032143,nm0000021,Mrs. John Day (Peggy)
tt0032143,nm0914778,Mrs. Morehead
tt0032143,nm0693910,Mrs. Phelps Potter (Edith)
tt0032143,nm0917768,Little Mary
tt0032143,nm0537685,Lucy
tt0032145,nm0643353,Cathy
tt0032145,nm0000059,Heathcliff
tt0032145,nm0000057,Edgar
tt0032145,nm0733460,Ellen
tt0032145,nm0187981,Dr. Kenneth
tt0032145,nm0280242,Isabella
tt0032145,nm0930776,Hindley
tt0032145,nm0001991,Joseph
tt0032145,nm0541766,Lockwood
tt0032145,nm0445523,Earnshaw
tt0032455,nm0123553,Narrator: Deems Taylor overdubs (2000 restoration)
tt0032455,nm0000370,Mickey Mouse (segment 'The Sorcerer's Apprentice')
tt0032455,nm0235079,Narrator (1982 version)
tt0032455,nm0531763,Percussionist
tt0032455,nm0001513,Narrator (1985 version)
tt0032455,nm0637163,Soloist (segment 'Ave Maria')
tt0032455,nm1345229,Violinist
tt0032484,nm0566948,John Jones
tt0032484,nm0206478,Carol Fisher
tt0032484,nm0003339,Stephen Fisher
tt0032484,nm0001695,Scott ffolliott
tt0032484,nm0060168,Van Meer
tt0032484,nm0070361,Stebbins
tt0032484,nm0350324,Rowley
tt0032484,nm0161862,Mr. Krug
tt0032484,nm0003193,Mr. Powers
tt0032484,nm0467170,Tramp
tt0032551,nm0000020,Tom Joad
tt0032551,nm0002034,Ma Joad
tt0032551,nm0001017,Casy
tt0032551,nm0335788,Grandpa
tt0032551,nm0100758,Rosasharn
tt0032551,nm0801193,Pa Joad
tt0032551,nm0925713,Al
tt0032551,nm0702798,Muley
tt0032551,nm0703600,Connie
tt0032551,nm0863193,Grandma
tt0032553,nm0000122,Hynkel - Dictator of Tomania
tt0032553,nm0000122,A Jewish Barber
tt0032553,nm0002104,Hannah
tt0032553,nm0642988,Napaloni - Dictator of Bacteria
tt0032553,nm0306786,Schultz
tt0032553,nm0199787,Garbitsch
tt0032553,nm0317970,Herring
tt0032553,nm0354916,Madame Napaloni
tt0032553,nm0214924,Bacterian Ambassador
tt0032553,nm0608373,Mr. Jaeckel
tt0032553,nm0242562,Mrs. Jaeckel
tt0032599,nm0000026,Walter Burns
tt0032599,nm0751426,Hildy Johnson
tt0032599,nm0000897,Bruce Baldwin
tt0032599,nm0516876,Sheriff Hartwell
tt0032599,nm0356004,Murphy
tt0032599,nm0874139,Bensinger
tt0032599,nm0249893,Endicott
tt0032599,nm0463882,Mayor
tt0032599,nm0439850,McCue
tt0032599,nm0421028,Wilson
tt0032701,nm0000012,Leslie Crosbie
tt0032701,nm0003339,Robert Crosbie
tt0032701,nm0827263,Howard Joyce
tt0032701,nm0408586,Dorothy Joyce
tt0032701,nm0814216,Mrs. Hammond
tt0032701,nm0504423,John Withers
tt0032701,nm0408876,Adele Ainsworth
tt0032701,nm0445523,Prescott
tt0032701,nm0950958,Ong Chi Seng
tt0032701,nm0515967,Mrs. Cooper
tt0032904,nm0000026,C. K. Dexter Haven
tt0032904,nm0000031,Tracy Samantha Lord
tt0032904,nm0000071,Macaulay 'Mike' Connor
tt0032904,nm0404046,Elizabeth 'Liz' Imbrie
tt0032904,nm0397397,George Kittredge
tt0032904,nm0950019,Uncle Willie
tt0032904,nm0356568,Seth Lord
tt0032904,nm0621770,Margaret Lord
tt0032904,nm0917768,Dinah Lord
tt0032904,nm0199787,Sidney Kidd
tt0032910,nm0427934,Pinocchio
tt0032910,nm0427934,Alexander
tt0032910,nm0747759,Geppetto
tt0032910,nm0000305,Gideon (hiccoughs)
tt0032910,nm0110893,Carnival Barker
tt0032910,nm0118081,Carnival Barker
tt0032910,nm0146185,J. Worthington Foulfellow
tt0032910,nm0201428,Birds
tt0032910,nm0201660,Lampwick
tt0032910,nm0197368,Children
tt0032910,nm0249893,Jiminy Cricket
tt0032976,nm0000059,'Maxim' de Winter
tt0032976,nm0000021,Mrs. de Winter
tt0032976,nm0001695,Jack Favell
tt0032976,nm0000752,Mrs. Danvers
tt0032976,nm0115558,Major Giles Lacy
tt0032976,nm0219666,Frank Crawley
tt0032976,nm0807580,Colonel Julyan
tt0032976,nm0178066,Beatrice Lacy
tt0032976,nm0060904,Mrs. Van Hopper
tt0032976,nm0178259,Coroner
tt0033045,nm0837925,Klara Novak
tt0033045,nm0000071,Alfred Kralik
tt0033045,nm0604656,Hugo Matuschek
tt0033045,nm0771584,Ferencz Vadas
tt0033045,nm0352774,Flora
tt0033045,nm0107795,Pirovitch
tt0033045,nm0870454,Pepi Katona
tt0033045,nm0183918,Ilona
tt0033045,nm0250352,Woman Customer
tt0033045,nm0561693,Doctor
tt0033152,nm0891998,Jaffar
tt0033152,nm0754942,Abu
tt0033152,nm0243454,Princess
tt0033152,nm0433188,Ahmad
tt0033152,nm0002270,Djinn
tt0033152,nm0539942,Sultan
tt0033152,nm0783527,The Old King
tt0033152,nm0606783,Halima
tt0033152,nm0935565,The Merchant
tt0033152,nm0677961,Astrologer
tt0033373,nm0000011,Prof. Bertram Potts
tt0033373,nm0001766,Sugarpuss O'Shea
tt0033373,nm0393028,Prof. Gurkakoff
tt0033373,nm0871287,Prof. Jerome
tt0033373,nm0757064,Prof. Magenbruch
tt0033373,nm0551222,Prof. Robinson
tt0033373,nm0455893,Prof. Quintana
tt0033373,nm0370821,Prof. Oddly
tt0033373,nm0558434,Prof. Peagram
tt0033373,nm0420765,Garbage Man
tt0033467,nm0000080,Kane
tt0033467,nm0001072,Jedediah Leland
tt0033467,nm0001072,Screening Room Reporter
tt0033467,nm0173827,Susan Alexander Kane
tt0033467,nm0001547,Mary Kane
tt0033467,nm0913095,Emily Monroe Norton Kane
tt0033467,nm0172615,James W. Gettys
tt0033467,nm0762557,Herbert Carter
tt0033467,nm0762557,Screening Room Reporter
tt0033467,nm0806041,Mr. Bernstein
tt0033467,nm0020041,Jerry Thompson
tt0033467,nm0829717,Raymond
tt0033563,nm0001359,Mr. Stork
tt0033563,nm0112395,Timothy Q. Mouse
tt0033563,nm0082884,The Ringmaster
tt0033563,nm0088285,Clown
tt0033563,nm0158897,Crows
tt0033563,nm0249893,Dandy Crow
tt0033563,nm0271658,The Elephant Matriarch
tt0033563,nm0271658,Mrs. Jumbo
tt0033563,nm0303990,Catty the Elephant
tt0033563,nm0390187,Clown
tt0033563,nm0404647,Skinny
tt0033717,nm0526946,Marie Garson
tt0033717,nm0000007,Roy Earle
tt0033717,nm0193232,'Babe' Kozak
tt0033717,nm0447913,'Red' Hattery
tt0033717,nm0504125,Velma
tt0033717,nm0401434,'Doc' Banton
tt0033717,nm0871287,Pa
tt0033717,nm0184578,Healy
tt0033717,nm0326809,Mrs. Baughmam
tt0033717,nm0533692,Jake Kranmer
tt0033729,nm0682074,Mr. Gruffydd
tt0033729,nm0000058,Angharad Morgan
tt0033729,nm0496819,Bronwyn
tt0033729,nm0187981,Mr. Gwilym Morgan
tt0033729,nm0001522,Huw Morgan
tt0033729,nm0517058,Ianto Morgan
tt0033729,nm0021329,Mrs. Beth Morgan
tt0033729,nm0280178,Cyfartha
tt0033729,nm0461549,Ivor Morgan
tt0033729,nm1324634,Singers
tt0033804,nm0001766,Jean
tt0033804,nm0000020,Charles Pike
tt0033804,nm0002013,'Colonel' Harrington
tt0033804,nm0657874,Mr. Pike
tt0033804,nm0218131,Muggsy
tt0033804,nm0089314,Sir Alfred McGlennan Keith
tt0033804,nm0178259,Gerald
tt0033804,nm0640930,Martha
tt0033804,nm0066325,Mrs. Pike
tt0033804,nm0340063,Burrows
tt0033836,nm0000012,Regina Giddens
tt0033836,nm0003339,Horace Giddens
tt0033836,nm0942863,Alexandra Giddens
tt0033836,nm0137999,David Hewitt
tt0033836,nm0002053,Leo Hubbard
tt0033836,nm0172048,Birdie Hubbard
tt0033836,nm0227644,Ben Hubbard
tt0033836,nm0717203,Oscar Hubbard
tt0033836,nm0337108,Addie
tt0033836,nm0550191,Cal
tt0033870,nm0000007,Samuel Spade
tt0033870,nm0000802,Brigid O'Shaughnessy
tt0033870,nm0313438,Iva Archer
tt0033870,nm0000048,Joel Cairo
tt0033870,nm0533692,Lt. of Detectives Dundy
tt0033870,nm0665886,Effie Perine
tt0033870,nm0002113,Kasper Gutman
tt0033870,nm0000955,Detective Tom Polhaus
tt0033870,nm0184578,Miles Archer
tt0033870,nm0176879,Wilmer Cook
tt0033891,nm0000011,'Long John' Willoughby
tt0033891,nm0001766,Ann Mitchell
tt0033891,nm0036427,D.B. Norton
tt0033891,nm0000974,The 'Colonel'
tt0033891,nm0001981,Mrs. Mitchell
tt0033891,nm0322299,Henry Connell
tt0033891,nm0516876,Mayor Lovett
tt0033891,nm0478942,Ted Sheldon
tt0033891,nm0045784,Beany
tt0033891,nm0867538,Bert Hansen
tt0034167,nm0000011,Alvin C. York
tt0034167,nm0000974,Pastor Rosier Pile
tt0034167,nm0504125,Gracie Williams
tt0034167,nm0864869,'Pusher' Ross
tt0034167,nm0725897,Maj. Buxton
tt0034167,nm0943618,Mother York
tt0034167,nm0000955,Ike Botkin
tt0034167,nm0000890,Buck Lipscomb
tt0034167,nm0001478,Rosie York
tt0034167,nm0601129,George York
tt0034240,nm0566948,John L. Sullivan
tt0034240,nm0000043,The Girl
tt0034240,nm0913094,Mr. LeBrand
tt0034240,nm0218131,Mr. Jones
tt0034240,nm0659427,Mr. Casalsis
tt0034240,nm0356004,Mr. Hadrian
tt0034240,nm0288304,Mr. Valdelle
tt0034240,nm0371135,Secretary
tt0034240,nm0340063,Sullivan's Butler
tt0034240,nm0089314,Sullivan's Valet
tt0034248,nm0000026,Johnnie Aysgarth
tt0034248,nm0000021,Lina McLaidlaw
tt0034248,nm0362567,General McLaidlaw
tt0034248,nm0115558,Beaky
tt0034248,nm0926599,Mrs. McLaidlaw
tt0034248,nm0419978,Mrs. Newsham
tt0034248,nm0029456,Ethel [Maid
tt0034248,nm0496843,Isobel Sedbusk
tt0034248,nm0221439,Reggie Wetherby
tt0034248,nm0001991,Captain Melbeck
tt0034398,nm0001647,Sir John Talbot
tt0034398,nm0929925,Dr. Lloyd
tt0034398,nm0001033,Lawrence Talbot
tt0034398,nm0001033,The Wolf Man
tt0034398,nm0000897,Colonel Montford
tt0034398,nm0461549,Frank Andrews
tt0034398,nm0000509,Bela
tt0034398,nm0653642,Maleva
tt0034398,nm0030166,Gwen Conliffe
tt0034398,nm0375614,Jenny
tt0034398,nm0449858,Charles Conliffe
tt0034492,nm0017013,Adolescent Bambi
tt0034492,nm0018755,Young Flower
tt0034492,nm1027883,\N
tt0034492,nm0066951,Young Thumper
tt0034492,nm1028218,Girl Bunny
tt0034492,nm1028218,Quail Mother
tt0034492,nm1028218,Female Pheasant
tt0034492,nm0152398,\N
tt0034492,nm1036395,\N
tt0034492,nm1028730,\N
tt0034492,nm0201428,Birds
tt0034492,nm0205561,Adolescent Thumper
tt0034492,nm0205561,Adolescent Flower
tt0034583,nm0000007,Rick Blaine
tt0034583,nm0000006,Ilsa Lund
tt0034583,nm0002134,Victor Laszlo
tt0034583,nm0001647,Captain Louis Renault
tt0034583,nm0891998,Major Heinrich Strasser
tt0034583,nm0002113,Signor Ferrari
tt0034583,nm0000048,Ugarte
tt0034583,nm0757064,Carl
tt0034583,nm0495495,Yvonne
tt0034583,nm0933330,Sam
tt0034587,nm0800386,Irena Dubrovna Reed
tt0034587,nm0007218,Dr. Louis Judd
tt0034587,nm0808949,Oliver Reed
tt0034587,nm0709905,Alice Moore
tt0034587,nm0392442,The Commodore
tt0034587,nm0122941,Sue Ellen
tt0034587,nm0185769,Zookeeper
tt0034587,nm0223014,Street Policeman
tt0034587,nm0242848,Mrs. Plunkett
tt0034587,nm1737557,The Panther
tt0034862,nm0001078,Jim Hardy
tt0034862,nm0000001,Ted Hanover
tt0034862,nm0721851,Linda Mason
tt0034862,nm0197713,Lila Dixon
tt0034862,nm0008496,Danny Reed
tt0034862,nm0064792,Mamie
tt0034862,nm0045784,Gus
tt0034862,nm0934699,François
tt0034862,nm0068257,Dunbar
tt0034862,nm0302664,Parker
tt0035015,nm0392529,George Minafer
tt0035015,nm0001072,Eugene Morgan
tt0035015,nm0182537,Isabel Amberson Minafer
tt0035015,nm0000879,Lucy Morgan
tt0035015,nm0001547,Fanny Minafer
tt0035015,nm0172615,Jack Amberson
tt0035015,nm0762557,Roger Bronson
tt0035015,nm0071992,Major Amberson
tt0035015,nm0000080,Narrator
tt0035015,nm0041858,Citizen
tt0035093,nm0002093,Mrs. Miniver
tt0035093,nm0682074,Clem Miniver
tt0035093,nm0942863,Carol Beldon
tt0035093,nm0926599,Lady Beldon
tt0035093,nm0654239,Foley
tt0035093,nm0871287,Mr. Ballard
tt0035093,nm0628647,Vin Miniver
tt0035093,nm0928295,Vicar
tt0035093,nm0786350,Toby Miniver
tt0035093,nm0285301,Gladys (Housemaid)
tt0035140,nm0000012,Charlotte Vale
tt0035140,nm0002134,Jeremiah (Jerry) Durrance
tt0035140,nm0001647,Dr. Jaquith
tt0035140,nm0178066,Mrs. Henry Vale
tt0035140,nm0335748,June Vale
tt0035140,nm0517058,Elliot Livingston
tt0035140,nm0153772,Lisa Vale
tt0035140,nm0665886,'Deb' McIntyre
tt0035140,nm0659427,Mr. Thompson
tt0035140,nm0018540,Miss Trask
tt0035169,nm0001055,Gerry Jeffers
tt0035169,nm0566948,Tom Jeffers
tt0035169,nm0000802,The Princess Centimillia
tt0035169,nm0884964,J.D. Hackensacker III
tt0035169,nm0036324,Toto
tt0035169,nm0913094,Mr. Hinch
tt0035169,nm0401405,Mr. Osmond
tt0035169,nm0583395,Dr. Kluck
tt0035169,nm0174813,Mr. Asweld
tt0035169,nm0693055,Mr. McKeewie
tt0035279,nm0485509,Patricia (Pat) Martin
tt0035279,nm0191950,Barry Kane
tt0035279,nm0472603,Charles Tobin
tt0035279,nm0062667,Freeman
tt0035279,nm0079681,Neilson
tt0035279,nm0516093,Frank Fry
tt0035279,nm0472557,Mrs. Henrietta Sutton
tt0035279,nm0321863,Philip Martin aka Mr. Miller
tt0035279,nm0677125,Mrs. Mason
tt0035279,nm0938052,Robert
tt0035423,nm0000212,Kate McKay
tt0035423,nm0413168,Leopold
tt0035423,nm0000630,Stuart Besser
tt0035423,nm0005227,Charlie McKay
tt0035423,nm0005169,Darci
tt0035423,nm0925966,J.J. Camden
tt0035423,nm0925717,Uncle Millard
tt0035423,nm0336960,Dr. Geisler
tt0035423,nm0821817,Colleague Bob
tt0035423,nm0697069,Ad Executive Phil
tt0035446,nm0001479,Maria Tura
tt0035446,nm0000912,Joseph Tura
tt0035446,nm0821041,Lieutenant Stanislav Sobinski
tt0035446,nm0107795,Greenberg
tt0035446,nm0041172,Rawitch
tt0035446,nm0725897,Professor Siletsky
tt0035446,nm0750079,Colonel Ehrhardt
