tconst,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating
tt2713180,2014,Fury,Fury,134,"Action,Drama,War",7.6
tt1872181,2014,The Amazing Spider-Man 2,The Amazing Spider-Man 2,142,"Action,Adventure,Sci-Fi",6.6
tt1535109,2013,Captain Phillips,Captain Phillips,134,"Biography,Crime,Drama",7.8
tt1568346,2011,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,158,"Crime,Drama,Mystery",7.8
tt0327056,2003,Mystic River,Mystic River,138,"Crime,Drama,Mystery",7.9
tt3890160,2017,Baby Driver,Baby Driver,113,"Action,Crime,Drama",7.6
tt0407304,2005,War of the Worlds,War of the Worlds,116,"Adventure,Sci-Fi,Thriller",6.5
tt0319061,2003,Big Fish,Big Fish,125,"Adventure,Drama,Fantasy",8.0
tt2103281,2014,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,130,"Action,Adventure,Drama",7.6
tt0298148,2004,Shrek 2,Shrek 2,93,"Adventure,Animation,Comedy",7.2
tt0319262,2004,The Day After Tomorrow,The Day After Tomorrow,124,"Action,Adventure,Sci-Fi",6.4
tt1790864,2014,The Maze Runner,The Maze Runner,113,"Action,Mystery,Sci-Fi",6.8
tt4154664,2019,Captain Marvel,Captain Marvel,123,"Action,Adventure,Sci-Fi",6.9
tt0441773,2008,Kung Fu Panda,Kung Fu Panda,92,"Action,Adventure,Animation",7.5
tt2119532,2016,Hacksaw Ridge,Hacksaw Ridge,139,"Biography,Drama,History",8.1
tt0097165,1989,Dead Poets Society,Dead Poets Society,128,"Comedy,Drama",8.1
tt1951265,2014,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,123,"Action,Adventure,Sci-Fi",6.6
tt4972582,2016,Split,Split,117,"Horror,Thriller",7.3
tt0335266,2003,Lost in Translation,Lost in Translation,102,"Drama,Romance",7.7
tt2245084,2014,Big Hero 6,Big Hero 6,102,"Action,Adventure,Animation",7.8
tt1895587,2015,Spotlight,Spotlight,129,"Biography,Crime,Drama",8.1
tt0830515,2008,Quantum of Solace,Quantum of Solace,106,"Action,Adventure,Thriller",6.6
tt5027774,2017,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",115,"Comedy,Crime,Drama",8.2
tt0217505,2002,Gangs of New York,Gangs of New York,167,"Crime,Drama",7.5
tt3183660,2016,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,132,"Adventure,Family,Fantasy",7.3
tt1723121,2013,We're the Millers,We're the Millers,110,"Comedy,Crime",7.0
tt0398286,2010,Tangled,Tangled,100,"Adventure,Animation,Comedy",7.7
tt0382625,2006,The Da Vinci Code,The Da Vinci Code,149,"Action,Mystery,Thriller",6.6
tt0362227,2004,The Terminal,The Terminal,128,"Comedy,Drama,Romance",7.3
tt0120591,1998,Armageddon,Armageddon,151,"Action,Adventure,Sci-Fi",6.7
tt0325710,2003,The Last Samurai,The Last Samurai,154,"Action,Drama,War",7.7
tt0099088,1990,Back to the Future Part III,Back to the Future Part III,118,"Adventure,Comedy,Sci-Fi",7.4
tt0337978,2007,Live Free or Die Hard,Live Free or Die Hard,128,"Action,Thriller",7.1
tt2980516,2014,The Theory of Everything,The Theory of Everything,123,"Biography,Drama,Romance",7.7
tt0033467,1941,Citizen Kane,Citizen Kane,119,"Drama,Mystery",8.3
tt0038650,1946,It's a Wonderful Life,It's a Wonderful Life,130,"Drama,Family,Fantasy",8.6
tt0360717,2005,King Kong,King Kong,187,"Action,Adventure,Drama",7.2
tt0405422,2005,The 40-Year-Old Virgin,The 40 Year Old Virgin,116,"Comedy,Romance",7.1
tt0765429,2007,American Gangster,American Gangster,157,"Biography,Crime,Drama",7.8
tt0120616,1999,The Mummy,The Mummy,124,"Action,Adventure,Fantasy",7.0
tt0780536,2008,In Bruges,In Bruges,107,"Comedy,Crime,Drama",7.9
tt3385516,2016,X-Men: Apocalypse,X-Men: Apocalypse,144,"Action,Adventure,Sci-Fi",6.9
tt1399103,2011,Transformers: Dark of the Moon,Transformers: Dark of the Moon,154,"Action,Adventure,Sci-Fi",6.2
tt0093779,1987,The Princess Bride,The Princess Bride,98,"Adventure,Family,Fantasy",8.1
tt1055369,2009,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,149,"Action,Adventure,Sci-Fi",6.0
tt0217869,2000,Unbreakable,Unbreakable,106,"Drama,Mystery,Sci-Fi",7.3
tt1245492,2013,This Is the End,This Is the End,107,Comedy,6.6
tt0117060,1996,Mission: Impossible,Mission: Impossible,110,"Action,Adventure,Thriller",7.1
tt0139654,2001,Training Day,Training Day,122,"Crime,Drama,Thriller",7.7
tt1014759,2010,Alice in Wonderland,Alice in Wonderland,108,"Adventure,Family,Fantasy",6.4
tt1605783,2011,Midnight in Paris,Midnight in Paris,96,"Comedy,Fantasy,Romance",7.7
tt2379713,2015,Spectre,Spectre,148,"Action,Adventure,Thriller",6.8
tt0181852,2003,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,109,"Action,Sci-Fi",6.3
tt0091763,1986,Platoon,Platoon,120,"Drama,War",8.1
tt6644200,2018,A Quiet Place,A Quiet Place,90,"Drama,Horror,Sci-Fi",7.5
tt0387564,2004,Saw,Saw,103,"Horror,Mystery,Thriller",7.6
tt0942385,2008,Tropic Thunder,Tropic Thunder,107,"Action,Comedy,War",7.0
tt0831387,2014,Godzilla,Godzilla,123,"Action,Adventure,Sci-Fi",6.4
tt1772341,2012,Wreck-It Ralph,Wreck-It Ralph,101,"Adventure,Animation,Comedy",7.7
tt0163651,1999,American Pie,American Pie,95,Comedy,7.0
tt1060277,2008,Cloverfield,Cloverfield,85,"Horror,Sci-Fi,Thriller",7.0
tt0032138,1939,The Wizard of Oz,The Wizard of Oz,102,"Adventure,Family,Fantasy",8.0
tt0119567,1997,The Lost World: Jurassic Park,The Lost World: Jurassic Park,129,"Action,Adventure,Sci-Fi",6.6
tt0289043,2002,28 Days Later...,28 Days Later...,113,"Drama,Horror,Sci-Fi",7.6
tt0315327,2003,Bruce Almighty,Bruce Almighty,101,"Comedy,Drama,Fantasy",6.7
tt0093773,1987,Predator,Predator,107,"Action,Adventure,Sci-Fi",7.8
tt1905041,2013,Fast & Furious 6,Furious 6,130,"Action,Adventure,Thriller",7.1
tt0105695,1992,Unforgiven,Unforgiven,130,"Drama,Western",8.2
tt0974015,2017,Justice League,Justice League,120,"Action,Adventure,Fantasy",6.4
tt1637688,2011,In Time,In Time,109,"Action,Sci-Fi,Thriller",6.7
tt1690953,2013,Despicable Me 2,Despicable Me 2,98,"Adventure,Animation,Comedy",7.3
tt0446029,2010,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,112,"Action,Comedy,Fantasy",7.5
tt1259521,2011,The Cabin in the Woods,The Cabin in the Woods,95,Horror,7.0
tt1217209,2012,Brave,Brave,93,"Adventure,Animation,Comedy",7.1
tt0458352,2006,The Devil Wears Prada,The Devil Wears Prada,109,"Comedy,Drama",6.9
tt0083866,1982,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,115,"Family,Sci-Fi",7.8
tt0086879,1984,Amadeus,Amadeus,160,"Biography,Drama,History",8.3
tt0363771,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143,"Adventure,Family,Fantasy",6.9
tt0112864,1995,Die Hard with a Vengeance,Die Hard: With a Vengeance,128,"Action,Adventure,Thriller",7.6
tt0265086,2001,Black Hawk Down,Black Hawk Down,144,"Drama,History,War",7.7
tt0079470,1979,Monty Python's Life of Brian,Life of Brian,94,Comedy,8.1
tt0103639,1992,Aladdin,Aladdin,90,"Adventure,Animation,Comedy",8.0
tt0493464,2008,Wanted,Wanted,110,"Action,Crime,Fantasy",6.7
tt0084787,1982,The Thing,The Thing,109,"Horror,Mystery,Sci-Fi",8.1
tt0351283,2005,Madagascar,Madagascar,86,"Adventure,Animation,Comedy",6.9
tt3397884,2015,Sicario,Sicario,121,"Action,Crime,Drama",7.6
tt0317219,2006,Cars,Cars,117,"Animation,Comedy,Family",7.1
tt0070047,1973,The Exorcist,The Exorcist,122,Horror,8.0
tt0092005,1986,Stand by Me,Stand by Me,89,"Adventure,Drama",8.1
tt2820852,2015,Furious 7,Furious Seven,137,"Action,Adventure,Thriller",7.2
tt0369339,2004,Collateral,Collateral,120,"Crime,Drama,Thriller",7.5
tt0443543,2006,The Illusionist,The Illusionist,110,"Drama,Fantasy,History",7.6
tt0349903,2004,Ocean's Twelve,Ocean's Twelve,125,"Crime,Thriller",6.5
tt1282140,2010,Easy A,Easy A,92,"Comedy,Drama,Romance",7.1
tt1210166,2011,Moneyball,Moneyball,133,"Biography,Drama,Sport",7.6
tt0361862,2004,The Machinist,The Machinist,101,"Drama,Thriller",7.7
tt5580390,2017,The Shape of Water,The Shape of Water,123,"Adventure,Drama,Fantasy",7.3
tt0443453,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,84,Comedy,7.3
tt3170832,2015,Room,Room,118,"Drama,Thriller",8.1
tt1596343,2011,Fast Five,Fast Five,130,"Action,Adventure,Thriller",7.3
tt0478311,2007,Knocked Up,Knocked Up,129,"Comedy,Romance",6.9
tt0109686,1994,Dumb and Dumber,Dumb and Dumber,107,Comedy,7.3
tt1190080,2009,2012,2012,158,"Action,Adventure,Sci-Fi",5.8
tt0087332,1984,Ghostbusters,Ghostbusters,105,"Action,Comedy,Fantasy",7.8
tt0099674,1990,The Godfather: Part III,The Godfather: Part III,162,"Crime,Drama",7.6
tt0405094,2006,The Lives of Others,Das Leben der Anderen,137,"Drama,Mystery,Thriller",8.4
tt0052357,1958,Vertigo,Vertigo,128,"Mystery,Romance,Thriller",8.3
tt0119094,1997,Face/Off,Face/Off,138,"Action,Crime,Sci-Fi",7.3
tt4425200,2017,John Wick: Chapter 2,John Wick: Chapter 2,122,"Action,Crime,Thriller",7.5
tt1542344,2010,127 Hours,127 Hours,94,"Biography,Drama",7.6
tt1677720,2018,Ready Player One,Ready Player One,140,"Action,Adventure,Sci-Fi",7.5
tt1371111,2012,Cloud Atlas,Cloud Atlas,172,"Action,Drama,Mystery",7.4
tt0840361,2010,The Town,The Town,125,"Crime,Drama,Thriller",7.5
tt0438488,2009,Terminator Salvation,Terminator Salvation,115,"Action,Sci-Fi",6.5
tt1596363,2015,The Big Short,The Big Short,130,"Biography,Comedy,Drama",7.8
tt0232500,2001,The Fast and the Furious,The Fast and the Furious,106,"Action,Crime,Thriller",6.8
tt2294449,2014,22 Jump Street,22 Jump Street,112,"Action,Comedy,Crime",7.0
tt0408236,2007,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,116,"Drama,Musical,Thriller",7.3
tt0088847,1985,The Breakfast Club,The Breakfast Club,97,"Comedy,Drama",7.9
tt0317740,2003,The Italian Job,The Italian Job,111,"Action,Crime,Thriller",7.0
tt1477834,2018,Aquaman,Aquaman,143,"Action,Adventure,Fantasy",7.0
tt0120912,2002,Men in Black II,Men in Black II,88,"Action,Adventure,Comedy",6.2
tt1355644,2016,Passengers,Passengers,116,"Drama,Romance,Sci-Fi",7.0
tt0110475,1994,The Mask,The Mask,101,"Action,Comedy,Crime",6.9
tt1587310,2014,Maleficent,Maleficent,97,"Action,Adventure,Family",7.0
tt2582846,2014,The Fault in Our Stars,The Fault in Our Stars,126,"Drama,Romance",7.7
tt1650062,2011,Super 8,Super 8,112,"Action,Mystery,Sci-Fi",7.0
tt0119174,1997,The Game,The Game,129,"Action,Drama,Mystery",7.8
tt1632708,2011,Friends with Benefits,Friends with Benefits,109,"Comedy,Romance",6.5
tt6751668,2019,Parasite,Gisaengchung,132,"Comedy,Drama,Thriller",8.6
tt0964517,2010,The Fighter,The Fighter,116,"Biography,Drama,Sport",7.8
tt0286106,2002,Signs,Signs,106,"Drama,Mystery,Sci-Fi",6.7
tt2381249,2015,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,131,"Action,Adventure,Thriller",7.4
tt2380307,2017,Coco,Coco,105,"Adventure,Animation,Family",8.4
tt0096895,1989,Batman,Batman,126,"Action,Adventure",7.5
tt1270797,2018,Venom,Venom,112,"Action,Sci-Fi,Thriller",6.7
tt1065073,2014,Boyhood,Boyhood,165,Drama,7.9
tt1409024,2012,Men in Black 3,Men in Black 3,106,"Action,Adventure,Comedy",6.8
tt0230600,2001,The Others,The Others,101,"Horror,Mystery,Thriller",7.6
tt0099423,1990,Die Hard 2,Die Hard 2,124,"Action,Thriller",7.2
tt0454848,2006,Inside Man,Inside Man,129,"Crime,Drama,Mystery",7.6
tt0395169,2004,Hotel Rwanda,Hotel Rwanda,121,"Biography,Drama,History",8.1
tt0396269,2005,Wedding Crashers,Wedding Crashers,119,"Comedy,Romance",6.9
tt1182345,2009,Moon,Moon,97,"Drama,Mystery,Sci-Fi",7.9
tt1068680,2008,Yes Man,Yes Man,104,"Comedy,Romance",6.8
tt0338751,2004,The Aviator,The Aviator,170,"Biography,Drama",7.5
tt1187043,2009,3 Idiots,3 Idiots,170,"Comedy,Drama",8.4
tt0357413,2004,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,94,Comedy,7.2
tt0328107,2004,Man on Fire,Man on Fire,146,"Action,Crime,Drama",7.7
tt0317919,2006,Mission: Impossible III,Mission: Impossible III,126,"Action,Adventure,Thriller",6.9
tt0363163,2004,Downfall,Der Untergang,156,"Biography,Drama,History",8.2
tt0162661,1999,Sleepy Hollow,Sleepy Hollow,105,"Fantasy,Horror,Mystery",7.3
tt0455944,2014,The Equalizer,The Equalizer,132,"Action,Crime,Thriller",7.2
tt1320253,2010,The Expendables,The Expendables,103,"Action,Adventure,Thriller",6.5
tt0377092,2004,Mean Girls,Mean Girls,97,Comedy,7.0
tt0111257,1994,Speed,Speed,116,"Action,Adventure,Thriller",7.2
tt1490017,2014,The Lego Movie,The Lego Movie,100,"Action,Adventure,Animation",7.8
tt0119698,1997,Princess Mononoke,Mononoke-hime,134,"Adventure,Animation,Fantasy",8.4
tt0343660,2004,50 First Dates,50 First Dates,99,"Comedy,Drama,Romance",6.8
tt0118971,1997,The Devil's Advocate,The Devil's Advocate,144,"Drama,Mystery,Thriller",7.5
tt1231583,2010,Due Date,Due Date,95,"Comedy,Drama",6.5
tt1907668,2012,Flight,Flight,138,"Drama,Thriller",7.3
tt0388795,2005,Brokeback Mountain,Brokeback Mountain,134,"Drama,Romance",7.7
tt0298130,2002,The Ring,The Ring,115,"Horror,Mystery",7.1
tt1193138,2009,Up in the Air,Up in the Air,109,"Comedy,Drama,Romance",7.4
tt1306980,2011,50/50,50/50,100,"Comedy,Drama,Romance",7.6
tt0496806,2007,Ocean's Thirteen,Ocean's Thirteen,122,"Action,Crime,Thriller",6.9
tt1453405,2013,Monsters University,Monsters University,104,"Adventure,Animation,Comedy",7.3
tt0910936,2008,Pineapple Express,Pineapple Express,111,"Action,Comedy,Crime",7.0
tt0081398,1980,Raging Bull,Raging Bull,129,"Biography,Drama,Sport",8.2
tt1104001,2010,TRON: Legacy,Tron,125,"Action,Adventure,Sci-Fi",6.8
tt0120667,2005,Fantastic Four,Fantastic Four,106,"Action,Adventure,Family",5.7
tt1748122,2012,Moonrise Kingdom,Moonrise Kingdom,94,"Comedy,Drama,Romance",7.8
tt0238380,2002,Equilibrium,Equilibrium,107,"Action,Drama,Sci-Fi",7.4
tt4633694,2018,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,117,"Action,Adventure,Animation",8.4
tt0166924,2001,Mulholland Dr.,Mulholland Dr.,147,"Drama,Mystery,Thriller",8.0
tt0091042,1986,Ferris Bueller's Day Off,Ferris Bueller's Day Off,103,Comedy,7.8
tt0117500,1996,The Rock,The Rock,136,"Action,Adventure,Thriller",7.4
tt0213149,2001,Pearl Harbor,Pearl Harbor,183,"Action,Drama,History",6.2
tt0120755,2000,Mission: Impossible II,Mission: Impossible II,123,"Action,Adventure,Thriller",6.1
tt6966692,2018,Green Book,Green Book,130,"Biography,Comedy,Drama",8.2
tt0119396,1997,Jackie Brown,Jackie Brown,154,"Crime,Drama,Thriller",7.5
tt1517451,2018,A Star Is Born,A Star Is Born,136,"Drama,Music,Romance",7.7
tt0212338,2000,Meet the Parents,Meet the Parents,108,"Comedy,Romance",7.0
tt0462538,2007,The Simpsons Movie,The Simpsons Movie,87,"Adventure,Animation,Comedy",7.3
tt0822854,2007,Shooter,Shooter,124,"Action,Drama,Thriller",7.2
tt0477347,2006,Night at the Museum,Night at the Museum,108,"Adventure,Comedy,Family",6.4
tt0347149,2004,Howl's Moving Castle,Hauru no ugoku shiro,119,"Adventure,Animation,Family",8.2
tt0167190,2004,Hellboy,Hellboy,122,"Action,Fantasy,Horror",6.8
tt0047478,1954,Seven Samurai,Shichinin no samurai,207,"Action,Adventure,Drama",8.6
tt0887883,2008,Burn After Reading,Burn After Reading,96,"Comedy,Crime,Drama",7.0
tt0120601,1999,Being John Malkovich,Being John Malkovich,113,"Comedy,Drama,Fantasy",7.7
tt1707386,2012,Les Misérables,Les Misérables,158,"Drama,History,Musical",7.6
tt0077416,1978,The Deer Hunter,The Deer Hunter,183,"Drama,War",8.1
tt1403865,2010,True Grit,True Grit,110,"Drama,Western",7.6
tt2788710,2014,The Interview,The Interview,112,"Action,Adventure,Comedy",6.5
tt0790724,2012,Jack Reacher,Jack Reacher,130,"Action,Thriller",7.0
tt0399201,2005,The Island,The Island,136,"Action,Sci-Fi,Thriller",6.8
tt0389860,2006,Click,Click,107,"Comedy,Drama,Fantasy",6.4
tt0970179,2011,Hugo,Hugo,126,"Drama,Family,Fantasy",7.5
tt0368891,2004,National Treasure,National Treasure,131,"Action,Adventure,Mystery",6.8
tt0425210,2006,Lucky Number Slevin,Lucky Number Slevin,110,"Crime,Drama,Mystery",7.7
tt0087843,1984,Once Upon a Time in America,Once Upon a Time in America,229,"Crime,Drama",8.4
tt1646971,2014,How to Train Your Dragon 2,How to Train Your Dragon 2,102,"Action,Adventure,Animation",7.8
tt0209163,2001,The Mummy Returns,The Mummy Returns,130,"Action,Adventure,Fantasy",6.3
tt2283362,2017,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,119,"Action,Adventure,Comedy",6.9
tt0360486,2005,Constantine,Constantine,121,"Action,Fantasy,Horror",7.0
tt2109248,2014,Transformers: Age of Extinction,Transformers: Age of Extinction,165,"Action,Adventure,Sci-Fi",5.6
tt0433035,2011,Real Steel,Real Steel,127,"Action,Drama,Family",7.1
tt0113497,1995,Jumanji,Jumanji,104,"Adventure,Comedy,Family",7.0
tt0100802,1990,Total Recall,Total Recall,113,"Action,Sci-Fi,Thriller",7.5
tt2322441,2015,Fifty Shades of Grey,Fifty Shades of Grey,125,"Drama,Romance,Thriller",4.1
tt0386588,2005,Hitch,Hitch,118,"Comedy,Romance",6.6
tt0064116,1968,Once Upon a Time in the West,C'era una volta il West,165,Western,8.5
tt0944835,2010,Salt,Salt,100,"Action,Mystery,Thriller",6.4
tt0399295,2005,Lord of War,Lord of War,122,"Action,Crime,Drama",7.6
tt0120663,1999,Eyes Wide Shut,Eyes Wide Shut,159,"Drama,Mystery,Thriller",7.4
tt0163025,2001,Jurassic Park III,Jurassic Park III,92,"Action,Adventure,Sci-Fi",5.9
tt1764651,2012,The Expendables 2,The Expendables 2,103,"Action,Adventure,Thriller",6.6
tt0104431,1992,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,120,"Adventure,Comedy,Crime",6.7
tt0453467,2006,Deja Vu,Deja Vu,126,"Action,Crime,Sci-Fi",7.0
tt0110148,1994,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,123,"Drama,Horror",7.6
tt0053125,1959,North by Northwest,North by Northwest,136,"Adventure,Mystery,Thriller",8.3
tt0359950,2013,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,114,"Comedy,Drama,Fantasy",7.3
tt1041829,2009,The Proposal,The Proposal,108,"Comedy,Drama,Romance",6.7
tt1125849,2008,The Wrestler,The Wrestler,109,"Drama,Sport",7.9
tt0056592,1962,To Kill a Mockingbird,To Kill a Mockingbird,129,"Crime,Drama",8.2
tt1037705,2010,The Book of Eli,The Book of Eli,118,"Action,Adventure,Drama",6.9
tt0212720,2001,A.I. Artificial Intelligence,Artificial Intelligence: AI,146,"Drama,Sci-Fi",7.2
tt1951261,2013,The Hangover Part III,The Hangover Part III,100,Comedy,5.8
tt0129387,1998,There's Something About Mary,There's Something About Mary,119,"Comedy,Romance",7.1
tt0147800,1999,10 Things I Hate About You,10 Things I Hate About You,97,"Comedy,Drama,Romance",7.3
tt1397280,2012,Taken 2,Taken 2,92,"Action,Thriller",6.3
tt2527338,2019,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode IX - The Rise of Skywalker,142,"Action,Adventure,Fantasy",6.8
tt2194499,2013,About Time,About Time,123,"Comedy,Drama,Fantasy",7.8
tt0449467,2006,Babel,Babel,143,Drama,7.4
tt0107688,1993,The Nightmare Before Christmas,The Nightmare Before Christmas,76,"Animation,Family,Fantasy",8.0
tt5095030,2018,Ant-Man and the Wasp,Ant-Man and the Wasp,118,"Action,Adventure,Comedy",7.1
tt0489099,2008,Jumper,Jumper,88,"Action,Adventure,Sci-Fi",6.1
tt1245526,2010,RED,RED,111,"Action,Comedy,Crime",7.0
tt0175880,1999,Magnolia,Magnolia,188,Drama,8.0
tt0472043,2006,Apocalypto,Apocalypto,139,"Action,Adventure,Drama",7.8
tt0878804,2009,The Blind Side,The Blind Side,129,"Biography,Drama,Sport",7.6
tt0381849,2007,3:10 to Yuma,3:10 to Yuma,122,"Action,Crime,Drama",7.7
tt0071315,1974,Chinatown,Chinatown,130,"Drama,Mystery,Thriller",8.2
tt0814314,2008,Seven Pounds,Seven Pounds,123,Drama,7.6
tt0293662,2002,The Transporter,The Transporter,92,"Action,Crime,Thriller",6.8
tt0379786,2005,Serenity,Serenity,119,"Action,Adventure,Sci-Fi",7.8
tt0092099,1986,Top Gun,Top Gun,110,"Action,Drama",6.9
tt1194173,2012,The Bourne Legacy,The Bourne Legacy,135,"Action,Adventure,Thriller",6.7
tt2004420,2014,Neighbors,Neighbors,97,Comedy,6.3
tt1179933,2016,10 Cloverfield Lane,10 Cloverfield Lane,103,"Drama,Horror,Mystery",7.2
tt0031381,1939,Gone with the Wind,Gone with the Wind,238,"Drama,History,Romance",8.1
tt0116367,1996,From Dusk Till Dawn,From Dusk Till Dawn,108,"Action,Crime,Horror",7.2
tt3682448,2015,Bridge of Spies,Bridge of Spies,142,"Drama,History,Thriller",7.6
tt0100405,1990,Pretty Woman,Pretty Woman,119,"Comedy,Romance",7.0
tt0190590,2000,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",107,"Adventure,Comedy,Crime",7.7
tt0117571,1996,Scream,Scream,111,"Horror,Mystery",7.2
tt6320628,2019,Spider-Man: Far from Home,Spider-Man: Far from Home,129,"Action,Adventure,Sci-Fi",7.5
tt1253863,2014,300: Rise of an Empire,300: Rise of an Empire,102,"Action,Drama",6.2
tt1706620,2013,Snowpiercer,Snowpiercer,126,"Action,Drama,Sci-Fi",7.1
tt0884328,2007,The Mist,The Mist,126,"Horror,Sci-Fi",7.1
tt0119528,1997,Liar Liar,Liar Liar,86,"Comedy,Fantasy",6.9
tt0119177,1997,Gattaca,Gattaca,106,"Drama,Sci-Fi,Thriller",7.8
tt1152836,2009,Public Enemies,Public Enemies,140,"Biography,Crime,Drama",7.0
tt0413267,2007,Shrek the Third,Shrek the Third,93,"Adventure,Animation,Comedy",6.0
tt1951266,2015,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,137,"Action,Adventure,Sci-Fi",6.5
